Address,Price $,Type,Size m²,Bedrooms,Bathrooms
"Jbeil, Jbeil, Mount Lebanon",350000,Warehouse,975,2,N/A
"Aamchit, Jbeil, Mount Lebanon",100000,Shop,60,1,N/A
"Achrafieh, Beirut, Beirut",1100000,Apartment,383,4,4
"Qartaboun, Jbeil, Mount Lebanon",155000,Apartment,215,3,3
"Qartaboun, Jbeil, Mount Lebanon",125000,Apartment,115,2,2
"Hboub, Jbeil, Mount Lebanon",2750000,House/Villa,1275,6,7
"Aabeidat, Jbeil, Mount Lebanon",800000,House/Villa,2500,4,4
"Aamchit, Jbeil, Mount Lebanon",400000,Land,739,N/A,N/A
"Achrafieh, Beirut, Beirut",3500000,Land,570,N/A,N/A
"Edde, Batroun, North",100000,Land,1150,N/A,N/A
"Blat, Jbeil, Mount Lebanon",500000,Land,2234,N/A,N/A
"Jbeil, Jbeil, Mount Lebanon",145000,Office,78,1,N/A
"Jdayel, Jbeil, Mount Lebanon",700000,House/Villa,1207,3,3
"Achrafieh, Beirut, Beirut",250000,Shop,148,1,N/A
"Achrafieh, Beirut, Beirut",185000,Shop,74,1,N/A
"Bsalim, El Metn, Mount Lebanon",862000,Warehouse,862,5,N/A
"Zalka, El Metn, Mount Lebanon",1100000,Shop,588,2,N/A
"kfarhbeib, Kesrouane, Mount Lebanon",485000,Apartment,265,5,6
"Naccache, El Metn, Mount Lebanon",800000,Land,715,N/A,N/A
"Baabda, Baabda, Mount Lebanon",1925000,Land,1070,N/A,N/A
"Aatchane, El Metn, Mount Lebanon",850000,House/Villa,400,3,3
"Jbeil, Jbeil, Mount Lebanon",400000,Apartment,193,2,3
"Barbara, Jbeil, Mount Lebanon",1000000,House/Villa,550,4,5
"Adma, Kesrouane, Mount Lebanon",575000,Apartment,208,3,4
"Haret Sakher, Kesrouane, Mount Lebanon",160000,Apartment,180,3,3
"Bsalim, El Metn, Mount Lebanon",350000,Apartment,270,4,3
"Rabweh, El Metn, Mount Lebanon",550000,Apartment,300,4,4
"Bsalim, El Metn, Mount Lebanon",315000,Apartment,250,3,3
"Bsalim, El Metn, Mount Lebanon",850000,House/Villa,900,4,6
"Dora, El Metn, Mount Lebanon",1200000,Office,800,N/A,N/A
"Hboub, Jbeil, Mount Lebanon",140000,Apartment,160,3,3
"kfarhbeib, Kesrouane, Mount Lebanon",650000,Apartment,320,4,6
"Sahel Alma, Kesrouane, Mount Lebanon",950000,Apartment,300,5,7
"Blat, Jbeil, Mount Lebanon",100000,Apartment,100,2,2
"okaybe, Kesrouane, Mount Lebanon",100000,Apartment,150,3,2
"Kfar Aabida, Batroun, North",910000,Land,2806,N/A,N/A
"Kfar Aabida, Batroun, North",400000,Land,1236,N/A,N/A
"Ghalboun, Jbeil, Mount Lebanon",760000,Land,11858,N/A,N/A
"Adma, Kesrouane, Mount Lebanon",1000000,Land,1000,N/A,N/A
"Ghadir, Kesrouane, Mount Lebanon",150000,Shop,110,1,N/A
"Hboub, Jbeil, Mount Lebanon",1000000,House/Villa,1000,4,6
"Aamchit, Jbeil, Mount Lebanon",300000,Apartment,250,3,3
"Laqlouq, Jbeil, Mount Lebanon",450000,House/Villa,220,4,4
"Chwaya, El Metn, Mount Lebanon",370000,Land,1110,N/A,N/A
"Haret Sakher, Kesrouane, Mount Lebanon",1800000,Land,1503,N/A,N/A
"Thoum, Batroun, North",275000,Land,1440,N/A,N/A
"Chabtine, Batroun, North",100000,Land,2000,N/A,N/A
"Bijdarfel, Batroun, North",195000,Land,1952,N/A,N/A
"Jbeil, Jbeil, Mount Lebanon",350000,Apartment,280,6,5
"Jbeil, Jbeil, Mount Lebanon",290000,House/Villa,310,3,3
"Mechmech, Jbeil, Mount Lebanon",83000,Chalet,79,2,2
"Laqlouq, Jbeil, Mount Lebanon",135000,Chalet,68,1,1
"Kfar Hata, Koura, North",840000,House/Villa,530,3,2
"Gherfine, Jbeil, Mount Lebanon",144000,Land,960,N/A,N/A
"Halat, Jbeil, Mount Lebanon",220000,Apartment,175,3,3
"Halat, Jbeil, Mount Lebanon",340000,Apartment,220,3,3
"Antelias, El Metn, Mount Lebanon",437000,Apartment,230,3,3
"Sahel Alma, Kesrouane, Mount Lebanon",750000,Land,1003,N/A,N/A
"Sahel Alma, Kesrouane, Mount Lebanon",750000,Land,1009,N/A,N/A
"Jal el Dib, El Metn, Mount Lebanon",350000,Apartment,165,3,3
"Hboub, Jbeil, Mount Lebanon",110000,Apartment,120,2,2
"Zouk Mosbeh, Kesrouane, Mount Lebanon",120000,Apartment,130,2,2
"Dora, El Metn, Mount Lebanon",380000,Office,160,1,N/A
"Dora, El Metn, Mount Lebanon",530000,Office,265,2,N/A
"Achrafieh, Beirut, Beirut",300000,Apartment,100,1,1
"Kfaryassine, Kesrouane, Mount Lebanon",180000,Apartment,175,3,3
"Mar Takla, Baabda, Mount Lebanon",545000,Apartment,267,3,4
"Adma, Kesrouane, Mount Lebanon",1400000,Land,986,N/A,N/A
"Sarba, Kesrouane, Mount Lebanon",850000,Shop,250,1,N/A
"Hboub, Jbeil, Mount Lebanon",550000,Land,1263,N/A,N/A
"Blat, Jbeil, Mount Lebanon",320000,Land,910,N/A,N/A
"Zikrit, El Metn, Mount Lebanon",215000,Apartment,95,2,2
"Halat, Jbeil, Mount Lebanon",550000,Apartment,312,4,3
"Ajaltoun, Kesrouane, Mount Lebanon",1000000,House/Villa,410,4,4
"Halat, Jbeil, Mount Lebanon",1100000,Land,1651,N/A,N/A
"Jbeil, Jbeil, Mount Lebanon",140000,Office,72,1,N/A
"Aamchit, Jbeil, Mount Lebanon",103000,Apartment,115,2,2
"Aamchit, Jbeil, Mount Lebanon",130000,Apartment,124,2,2
"Blat, Jbeil, Mount Lebanon",135000,Apartment,185,3,3
"Bouar, Kesrouane, Mount Lebanon",135000,Apartment,180,3,4
"Bouar, Kesrouane, Mount Lebanon",135000,Apartment,165,3,3
"Jbeil, Jbeil, Mount Lebanon",800000,Land,8000,N/A,N/A
"Hsarat, Jbeil, Mount Lebanon",300000,Land,10126,N/A,N/A
"Mtayleb, El Metn, Mount Lebanon",525000,Apartment,260,3,4
"Mazraat Yachouh, El Metn, Mount Lebanon",225000,Warehouse,400,1,N/A
"Mazraat Yachouh, El Metn, Mount Lebanon",325000,Apartment,330,3,3
"Sahel Alma, Kesrouane, Mount Lebanon",725000,Apartment,370,3,5
"Jbeil, Jbeil, Mount Lebanon",300000,Apartment,235,3,4
"Gherfine, Jbeil, Mount Lebanon",1000000,House/Villa,340,5,3
"Jdeideh, El Metn, Mount Lebanon",265000,Office,171,2,N/A
"Klayaat, Kesrouane, Mount Lebanon",200000,Land,1200,N/A,N/A
"Mechmech, Jbeil, Mount Lebanon",118000,Land,1964,N/A,N/A
"Batroun, Batroun, North",2000000,House/Villa,600,4,5
"Basbina, Batroun, North",137500,Apartment,110,2,2
"Yahchouch, Kesrouane, Mount Lebanon",100000,Land,1010,N/A,N/A
"Jouret Al Ballout, El Metn, Mount Lebanon",6500000,House/Villa,1150,16,9
"Jouret Al Ballout, El Metn, Mount Lebanon",1150000,Apartment,450,3,6
"Jeita, Kesrouane, Mount Lebanon",265000,Shop,200,1,N/A
"Rabweh, El Metn, Mount Lebanon",420000,Apartment,200,3,3
"Monsef, Jbeil, Mount Lebanon",370000,Land,1196,N/A,N/A
"Antelias, El Metn, Mount Lebanon",330000,Apartment,137,2,3
"Obaydat, Jbeil, Mount Lebanon",360000,House/Villa,400,4,5
"Hboub, Jbeil, Mount Lebanon",120000,Apartment,100,2,2
"Jbeil, Jbeil, Mount Lebanon",550000,House/Villa,943,6,9
"Halat, Jbeil, Mount Lebanon",1600000,House/Villa,500,4,4
"chnaniir, Kesrouane, Mount Lebanon",110000,Apartment,170,3,3
"Beit el Chaar, El Metn, Mount Lebanon",570000,Apartment,250,3,4
"Beit el Chaar, El Metn, Mount Lebanon",850000,Apartment,250,3,4
"Batroun, Batroun, North",200000,Apartment,177,3,3
"Mazraat Yachouh, El Metn, Mount Lebanon",270000,Apartment,200,4,4
"Jbeil, Jbeil, Mount Lebanon",150000,Apartment,185,3,3
"Bouchrieh, El Metn, Mount Lebanon",1100000,Commercial Building,1400,N/A,N/A
"Blat, Jbeil, Mount Lebanon",200000,Apartment,200,3,3
"Antelias, El Metn, Mount Lebanon",275000,Apartment,218,3,3
"Jouret Al Ballout, El Metn, Mount Lebanon",2000000,House/Villa,1100,6,5
"Aamchit, Jbeil, Mount Lebanon",250000,Shop,560,1,N/A
"Okaybe, Kesrouane, Mount Lebanon",140000,Apartment,170,3,3
"Baabdat, El Metn, Mount Lebanon",1750000,House/Villa,770,6,8
"Racha, Batroun, North",200000,Land,2708,N/A,N/A
"Blat, Jbeil, Mount Lebanon",195000,Apartment,150,2,3
"Beit el Chaar, El Metn, Mount Lebanon",580000,Apartment,285,3,3
"Zalka, El Metn, Mount Lebanon",225000,Apartment,150,3,3
"Bouchrieh, El Metn, Mount Lebanon",375000,Apartment,250,4,3
"Mtayleb, El Metn, Mount Lebanon",435000,Apartment,255,3,3
"Rawda, El Metn, Mount Lebanon",295000,Apartment,140,3,2
"Adma, Kesrouane, Mount Lebanon",350000,Apartment,220,3,3
"Zouk Mosbeh, Kesrouane, Mount Lebanon",265000,Apartment,140,2,2
"Mtayleb, El Metn, Mount Lebanon",685000,Apartment,300,4,5
"Hboub, Jbeil, Mount Lebanon",150000,Apartment,195,3,4
"Jbeil, Jbeil, Mount Lebanon",350000,Apartment,300,3,3
"Ghazir, Kesrouane, Mount Lebanon",300000,Apartment,162,3,3
"Rabweh, El Metn, Mount Lebanon",437000,Apartment,230,3,4
"Rabweh, El Metn, Mount Lebanon",665000,Apartment,350,3,4
"Rabweh, El Metn, Mount Lebanon",437000,Apartment,230,3,4
"Zalka, El Metn, Mount Lebanon",285000,Apartment,153,3,3
"Halat, Jbeil, Mount Lebanon",850000,House/Villa,324,3,3
"Blat, Jbeil, Mount Lebanon",175000,Apartment,175,3,3
"Blat, Jbeil, Mount Lebanon",165000,Apartment,165,3,3
"Aamchit, Jbeil, Mount Lebanon",130000,Apartment,160,3,3
"Mtayleb, El Metn, Mount Lebanon",750000,Apartment,340,3,4
"Baabda, Baabda, Mount Lebanon",420000,Office,165,2,N/A
"Jaj, Jbeil, Mount Lebanon",4000000,Land,63000,N/A,N/A
"Bsalim, El Metn, Mount Lebanon",310000,Apartment,200,3,4
"Blat, Jbeil, Mount Lebanon",650000,Apartment,350,4,4
"Shayle, Kesrouane, Mount Lebanon",120000,Apartment,190,3,3
"Halat, Jbeil, Mount Lebanon",425000,Apartment,255,3,3
"Sahel Alma, Kesrouane, Mount Lebanon",350000,Apartment,200,3,3
"Baabdat, El Metn, Mount Lebanon",350000,House/Villa,804,4,4
"Blat, Jbeil, Mount Lebanon",250000,Land,880,N/A,N/A
"Mechmech, Jbeil, Mount Lebanon",249000,Land,6760,N/A,N/A
"Jbeil, Jbeil, Mount Lebanon",400000,Land,1058,N/A,N/A
"Bechmizzine, Koura, North",550000,House/Villa,250,3,1
"Aamchit, Jbeil, Mount Lebanon",160000,Apartment,140,3,2
"Jouret Al Ballout, El Metn, Mount Lebanon",260000,Apartment,150,3,3
"Jbeil, Jbeil, Mount Lebanon",55000,Shop,30,1,N/A
"Halat, Jbeil, Mount Lebanon",170000,Apartment,140,3,3
"Rabieh, El Metn, Mount Lebanon",4000000,Land,3641,N/A,N/A
"Faytroun, Kesrouane, Mount Lebanon",115000,Chalet,110,2,2
"Dbayeh, El Metn, Mount Lebanon",675000,Shop,150,1,N/A
"Jbeil, Jbeil, Mount Lebanon",200000,Apartment,200,3,3
"Kaslik, Kesrouane, Mount Lebanon",330000,Apartment,275,3,3
"Sahel Alma, Kesrouane, Mount Lebanon",170000,Apartment,106,2,2
"Sahel Alma, Kesrouane, Mount Lebanon",250000,Apartment,148,3,3
"kfarhbeib, Kesrouane, Mount Lebanon",440000,Apartment,240,3,4
"Blat, Jbeil, Mount Lebanon",120000,Apartment,175,3,3
"Mechmech, Jbeil, Mount Lebanon",265000,House/Villa,190,3,2
"Hboub, Jbeil, Mount Lebanon",600000,Land,1735,N/A,N/A
"Dik El Mehdi, El Metn, Mount Lebanon",457500,Apartment,237,4,5
"Dik El Mehdi, El Metn, Mount Lebanon",470000,Apartment,430,5,5
"Dik El Mehdi, El Metn, Mount Lebanon",367500,Apartment,245,4,5
"Dik El Mehdi, El Metn, Mount Lebanon",375000,Apartment,250,4,5
"Dik El Mehdi, El Metn, Mount Lebanon",540000,Apartment,295,4,5
"Jbeil, Jbeil, Mount Lebanon",1300000,Chalet,135,2,2
"Ajaltoun, Kesrouane, Mount Lebanon",2500000,House/Villa,918,14,9
"Dbayeh, El Metn, Mount Lebanon",230000,Office,82,1,N/A
"Ain Saadeh, El Metn, Mount Lebanon",3500000,House/Villa,750,5,6
"Roumie, El Metn, Mount Lebanon",3500000,Land,1400,N/A,N/A
"Achrafieh, Beirut, Beirut",375000,Apartment,171,3,3
"Zalka, El Metn, Mount Lebanon",280000,Office,80,1,N/A
"Faraya, Kesrouane, Mount Lebanon",250000,Chalet,115,2,2
"Maameltein, Kesrouane, Mount Lebanon",140000,Apartment,190,3,3
"Naccache, El Metn, Mount Lebanon",270000,Apartment,147,3,2
"Bouchrieh, El Metn, Mount Lebanon",350000,Warehouse,500,1,N/A
"Achrafieh, Beirut, Beirut",950000,Land,320,N/A,N/A
"Ain Saadeh, El Metn, Mount Lebanon",790000,House/Villa,800,5,6
"Zalka, El Metn, Mount Lebanon",340000,Shop,172,1,N/A
"Zalka, El Metn, Mount Lebanon",225000,Shop,148,1,N/A
"Zalka, El Metn, Mount Lebanon",340000,Warehouse,172,1,N/A
"Zalka, El Metn, Mount Lebanon",225000,Warehouse,148,1,N/A
"Rabweh, El Metn, Mount Lebanon",600000,Apartment,224,3,3
"Ain Alak, El Metn, Mount Lebanon",1144000,Land,1760,N/A,N/A
"Mansourieh, El Metn, Mount Lebanon",1133000,Land,1030,N/A,N/A
"Bouar, Kesrouane, Mount Lebanon",115000,Apartment,115,1,2
"Bouar, Kesrouane, Mount Lebanon",135000,Apartment,135,2,2
"Rabieh, El Metn, Mount Lebanon",2100000,House/Villa,800,6,6
"Aamchit, Jbeil, Mount Lebanon",165000,Apartment,140,3,3
"Ain Saadeh, El Metn, Mount Lebanon",1450000,House/Villa,185,3,3
"Achrafieh, Beirut, Beirut",350000,Apartment,140,3,3
"Mtayleb, El Metn, Mount Lebanon",300000,Apartment,200,3,3
"Aamchit, Jbeil, Mount Lebanon",1075000,Land,2150,N/A,N/A
"Blat, Jbeil, Mount Lebanon",100000,Apartment,120,2,2
"Kaslik, Kesrouane, Mount Lebanon",250000,Office,125,1,N/A
"Jal el Dib, El Metn, Mount Lebanon",850000,Office,375,3,N/A
"Hboub, Jbeil, Mount Lebanon",225000,Apartment,195,3,3
"Mazraat Yachouh, El Metn, Mount Lebanon",342000,Apartment,190,3,4
"Jal el Dib, El Metn, Mount Lebanon",400000,Office,134,1,N/A
"Jal el Dib, El Metn, Mount Lebanon",330000,Office,110,1,N/A
"Jal el Dib, El Metn, Mount Lebanon",276000,Office,92,1,N/A
"Ain Saadeh, El Metn, Mount Lebanon",5500000,House/Villa,1000,4,7
"Beit el Chaar, El Metn, Mount Lebanon",660000,Apartment,302,3,5
"Beit el Chaar, El Metn, Mount Lebanon",420000,Apartment,210,3,5
"Bikfaya, El Metn, Mount Lebanon",6000000,House/Villa,1750,5,9
"Dbayeh, El Metn, Mount Lebanon",240000,Apartment,123,3,3
"Dbayeh, El Metn, Mount Lebanon",175000,Apartment,103,2,2
"Halat, Jbeil, Mount Lebanon",1500000,House/Villa,1200,6,5
"Dekweneh, El Metn, Mount Lebanon",980000,Land,1093,N/A,N/A
"Zouk Mosbeh, Kesrouane, Mount Lebanon",150000,Apartment,225,3,3
"Zouk Mikael, Kesrouane, Mount Lebanon",550000,Apartment,325,3,4
"Mazraat Yachouh, El Metn, Mount Lebanon",449000,Apartment,270,3,3
"Mazraat Yachouh, El Metn, Mount Lebanon",348000,Apartment,170,3,4
"Mazraat Yachouh, El Metn, Mount Lebanon",437000,Apartment,170,3,3
"Fidar, Jbeil, Mount Lebanon",399000,Apartment,260,3,3
"Elissar, El Metn, Mount Lebanon",310000,Apartment,155,3,3
"Fakra, Kesrouane, Mount Lebanon",350000,Chalet,100,2,2
"Halat, Jbeil, Mount Lebanon",255000,Apartment,200,3,3
"Jdeideh, El Metn, Mount Lebanon",135000,Office,120,1,N/A
"Jbeil, Jbeil, Mount Lebanon",170000,Shop,52,1,N/A
"Beit el Chaar, El Metn, Mount Lebanon",350000,Apartment,400,4,4
"Bsalim, El Metn, Mount Lebanon",265000,Office,115,1,N/A
"Bsalim, El Metn, Mount Lebanon",150000,Office,75,1,N/A
"Bsalim, El Metn, Mount Lebanon",370000,Apartment,170,3,3
"Dbayeh, El Metn, Mount Lebanon",230000,Apartment,145,3,3
"Zouk Mosbeh, Kesrouane, Mount Lebanon",280000,Apartment,175,3,3
"Zouk Mosbeh, Kesrouane, Mount Lebanon",475000,Apartment,270,3,3
"Mtayleb, El Metn, Mount Lebanon",5200000,House/Villa,1070,6,6
"Beit el Chaar, El Metn, Mount Lebanon",1090000,Land,1363,N/A,N/A
"Beit el Chaar, El Metn, Mount Lebanon",1800000,Land,2120,N/A,N/A
"Dik El Mehdi, El Metn, Mount Lebanon",3600000,Land,3600,N/A,N/A
"Naccache, El Metn, Mount Lebanon",660000,Warehouse,470,1,N/A
"Jdayel, Jbeil, Mount Lebanon",185000,Apartment,240,4,3
"Ballouneh, Kesrouane, Mount Lebanon",1500000,House/Villa,957,4,6
"Rabieh, El Metn, Mount Lebanon",1000000,Apartment,570,4,6
"Antelias, El Metn, Mount Lebanon",350000,Apartment,220,3,2
"Jouret Al Ballout, El Metn, Mount Lebanon",225000,Apartment,200,3,2
"Bsalim, El Metn, Mount Lebanon",5000000,House/Villa,1270,7,9
"Naccache, El Metn, Mount Lebanon",210000,Apartment,212,3,3
"chnaniir, Kesrouane, Mount Lebanon",300000,Apartment,250,3,4
"Dbayeh, El Metn, Mount Lebanon",900000,Warehouse,645,4,N/A
"Adma, Kesrouane, Mount Lebanon",550000,Apartment,450,4,5
"Jbeil, Jbeil, Mount Lebanon",200000,Apartment,185,3,4
"Jbeil, Jbeil, Mount Lebanon",5700000,Land,4762,N/A,N/A
